id,text,sentence,pet,label,category,euph_status
1704,"Don Pánfilo: ¡Macaria... Macaria! Sal inmediatamente y dile a toda esta gente que te vas a casar conmigo. Emma: (Desde la ventana)Usted está loco y además es un vejestorio que ya no puede [PET_BOUNDARY]Consumar el matrimonio[PET_BOUNDARY]. La multitud festeja con risas la respuesta de Emma. Don Pánfilo: Usted cállese, aquí la única opinión que cuenta es la de Macaria y ella ya me demostró su amor, que soy hombre para ella y que nos vamos a casar.",Emma: (Desde la ventana)Usted está loco y además es un vejestorio que ya no puede [PET_BOUNDARY]Consumar el matrimonio[PET_BOUNDARY],Consumar el matrimonio,1,Sexual Activity,always_euph
1705,"Nos fuimos a Guatemala. Cuando por fin llegó la noche de [PET_BOUNDARY]consumarel matrimonio[PET_BOUNDARY], los nervios me invadieron, él era muy gentil, pero por alguna razón yo no quería hacerlo; él me dijo que quizás eran los nervios, pero pasaron cinco días sin que lográramos hacer el amor. Yo me sentía incomoda, trataba de esforzarme, pero era imposible, no tenía deseos, mi cuerpo no tenía el calor y la excitación necesaria para iniciar una vida marital."," Cuando por fin llegó la noche de [PET_BOUNDARY]consumarel matrimonio[PET_BOUNDARY], los nervios me invadieron, él era muy gentil, pero por alguna razón yo no quería hacerlo; él me dijo que quizás eran los nervios, pero pasaron cinco días sin que lográramos hacer el amor",Consumar el matrimonio,1,Sexual Activity,always_euph
1706,Sí / exactamente entonces / hay pequeñas / eeh / detalles / que yo creo que es importante / a lo mejor / comentarlo aquí / ¿no? / porque bueno en la película // pues / eeh // está inspirado ¿no? / en la amistad de James Barrie / con la familia Llewelyn Davies // con esta mujer / que ya la encuentra viuda / con sus hijos / en la película aparecen cuatro / aunque realmente / en la realidad fueron cinco // y se encariña muchísimo de los / niños / se encariña también de la madre / como también aparece / en la película / eso creó / ciertos problemas / porque él estaba casado con una actriz / con Mary Ansell // pero con / con un matrimonio bastante desgraciado / de hecho / se co- / corrieron muchísimos rumores / si realmente / él era impotente / porque no tenían niños / él quería tener hijos / pero bueno / por alguna razón no / eeh / las malas lenguas decían / incluso / que nunca se llegó a [PET_BOUNDARY]Consumar el matrimonio[PET_BOUNDARY] / como una especie de matrimonio de conveniencia / además es curioso / porque bueno / Marie Ansell / la / la actriz / pues no estaba realmente enamorada de James Barrie // ya digo / era / bastante mujeriego le tiraba los tejos a / a toda la persona que tenía enfrente y que tenía faldas.,/ en la amistad de James Barrie / con la familia Llewelyn Davies // con esta mujer / que ya la encuentra viuda / con sus hijos / en la película aparecen cuatro / aunque realmente / en la realidad fueron cinco // y se encariña muchísimo de los / niños / se encariña también de la madre / como también aparece / en la película / eso creó / ciertos problemas / porque él estaba casado con una actriz / con Mary Ansell // pero con / con un matrimonio bastante desgraciado / de hecho / se co- / corrieron muchísimos rumores / si realmente / él era impotente / porque no tenían niños / él quería tener hijos / pero bueno / por alguna razón no / eeh / las malas lenguas decían / incluso / que nunca se llegó a [PET_BOUNDARY]Consumar el matrimonio[PET_BOUNDARY] / como una especie de matrimonio de conveniencia / además es curioso / porque bueno / Marie Ansell / la / la actriz / pues no estaba realmente enamorada de James Barrie // ya digo / era / bastante mujeriego le tiraba los tejos a / a toda la persona que tenía enfrente y que tenía faldas,Consumar el matrimonio,1,Sexual Activity,always_euph
1707,"La petita Lula de la Companyia de Mariantònia Oliver; Cercavila a la vila de Pol i Cia quienes también presentarán la propuesta con el mismo nombre que la compañía; Rogers Canals Band y también en Una educació mancada de Estudi Zero, una opereta en un acto y nueve escenas que fue escrita a finales de 1878, y que cuenta la historia de dos primos que se acaban de casar, Helène de la Cereria y Gontran del Boscmassís, y que después de la ceremonia y del banquete de bodas van a su nuevo hogar. Una vez allí, no saben como comportarse para [PET_BOUNDARY]Consumar el matrimonio[PET_BOUNDARY] y él relee una carta del padrino que le contaba las delicias de la cámara nupcial, pero sin especificar instrucción alguna. De esta manera, el joven avisa a su preceptor, Pausanias, que lo ha instruido en todas las ciencias y le recrimina no haber completado su educación puesto que en este campo no tiene las nociones básicas y Pausianas va a pedir consejo pues tampoco sabe que instrucciones darle."," Una vez allí, no saben como comportarse para [PET_BOUNDARY]Consumar el matrimonio[PET_BOUNDARY] y él relee una carta del padrino que le contaba las delicias de la cámara nupcial, pero sin especificar instrucción alguna",Consumar el matrimonio,1,Sexual Activity,always_euph
1708,"Ante esta situación, en una primera fase los aristócratas Megacles y Licurgo (jefe de «los hombres del llano») se aliaron: Pisístrato hubo de exiliarse. Pero a poco la unión de los nobles se rompió y Megacles llamó a Pisístrato, quien se casó con la hija de aquél. Vemos una vez más el enfrentamiento de los Alcmeónidas y el resto de la nobleza, pero ahora hay algo nuevo: los primeros se refugiaron en una alianza con el tirano y el pueblo. Tampoco duró: Pisístrato no quiso [PET_BOUNDARY]consumarel matrimonio[PET_BOUNDARY], sin duda por miedo a engendrar descendientes que fueran también ellos Alcmeónidas y «sacrílegos». Desde ahora en adelante los Alcmeónidas estarán contra el tirano."," Tampoco duró: Pisístrato no quiso [PET_BOUNDARY]consumarel matrimonio[PET_BOUNDARY], sin duda por miedo a engendrar descendientes que fueran también ellos Alcmeónidas y «sacrílegos»",Consumar el matrimonio,1,Sexual Activity,always_euph
1709,"—Una planta no es un objeto —empezó diciendo Noa con seguridad—. Lo que mi hermana desea hacer con este matrimonio trasespecies es llamar a la conciencia, a que se recuperen de los espacios abiertos las pocas plantas que quedan, en una tarea de acogida y rescate. Ahora ella y su esposo se mudarán a su departamento donde él recibirá la luz solar adecuada y toda el agua que necesite. Ella le ha salvado la vida. —¿Cree usted que se va a [PET_BOUNDARY]Consumar el matrimonio[PET_BOUNDARY]? No contestó a la pregunta del periodista bajito, que sudaba enfundado en una casaca de cuero.",—¿Cree usted que se va a [PET_BOUNDARY]Consumar el matrimonio[PET_BOUNDARY],Consumar el matrimonio,1,Sexual Activity,always_euph
1710,"En esos años de mitad de siglo transcurre la historia de Elena y Valerio. Ambos aparecen ante familiares y amigos como un flamante matrimonio, al igual que tantos otros, pero sólo aparentemente. Hay en Valerio un secreto que decide no revelarle a su esposa y en ella, desde chica, recurrentes malestares que se suponía (por las promesas de la tía y las oraciones del cura) que iban a desvanecerse cuando le llegara el momento de acudir a los bailes y fue precisamente en un baile con jóvenes apuestos y muchachas ""casaderas"" que conoció y se enamoró de Valerio. Pero aquello que habitaba en ella como una ""una vara fina, una aguja de tejer de metal"" no cesó ni siquiera entonces de atravesarle el cuerpo y el síntoma prosiguió en la resistencia a [PET_BOUNDARY]Consumar el matrimonio[PET_BOUNDARY]. Esta situación íntima, no trasciende ese espacio y comienza la vida en común, posterior al noviazgo epistolar cuando él era marino."," Pero aquello que habitaba en ella como una ""una vara fina, una aguja de tejer de metal"" no cesó ni siquiera entonces de atravesarle el cuerpo y el síntoma prosiguió en la resistencia a [PET_BOUNDARY]Consumar el matrimonio[PET_BOUNDARY]",Consumar el matrimonio,1,Sexual Activity,always_euph
1711,"Ahora está sola en la habitación, su marido no ha entrado con ella. Pensaba que querría[PET_BOUNDARY]Consumar el matrimonio[PET_BOUNDARY]nada más llegar, pero, por lo visto, prefiere esperar a la noche. Aunque lo cierto es que Antón, en el breve noviazgo que han mantenido, o por decirlo mejor, en la mera pantomima que ha formado el preludio de la boda, no ha mostrado nunca el menor ademán de desearla."," Pensaba que querría[PET_BOUNDARY]Consumar el matrimonio[PET_BOUNDARY]nada más llegar, pero, por lo visto, prefiere esperar a la noche",Consumar el matrimonio,1,Sexual Activity,always_euph
1712,"En realidad, Rosy fue inscrita legalmente, pero sus padres nunca [PET_BOUNDARY]consumaron el matrimonio[PET_BOUNDARY]. Fruto del amor efímero y los tiempos revueltos, se criaría con su familia negra en un solar de Santiago de Cuba. Ya a los once años, la niña ostentaba un cuerpazo. Y su fervor de precoz balladora le ganó el seudónimo de Rosy Meneo.","En realidad, Rosy fue inscrita legalmente, pero sus padres nunca [PET_BOUNDARY]consumaron el matrimonio[PET_BOUNDARY]",Consumar el matrimonio,1,Sexual Activity,always_euph
1713,"Diosa esplendente de aquella gruta, iniciadora, aseada, perfumada, copulaba como un torbellino, cuerpo con defensa de hierro, a nadie impurificó y se mantuvo invicta ante el asedio de las enfermedades venéreas. Pity apetecible, requerida, un buen día un capitán de navío holandés se enamoró de ella, [PET_BOUNDARY]consumaron el matrimonio[PET_BOUNDARY] de manera estelar. Fue cuando el prostíbulo de ña Agripina se vistió de fiesta y Pity bailó hasta caer de bruces antes de partir rumbo a Ámsterdam de donde nunca volvió."," Pity apetecible, requerida, un buen día un capitán de navío holandés se enamoró de ella, [PET_BOUNDARY]consumaron el matrimonio[PET_BOUNDARY] de manera estelar",Consumar el matrimonio,1,Sexual Activity,always_euph
1714,"Al día siguiente se fueron de luna de miel a París. [PET_BOUNDARY]Consumaron el matrimonio[PET_BOUNDARY] en una fastuosa alcoba del Hotel George V, con vista el Arco del Triunfo, sin salir del cuarto en dos días. Desvirgó a Estela con una delicadeza de relojero que abandonó cuando la tímida doncella, transfigurada en amazona, le exigió un galope tendido. Estaba tan llena de brío y tan deseosa de aprender que no le dio tregua hasta ensayar todo el repertorio de posturas eróticas. Se había casado relativamente tarde y al parecer quería recuperar el tiempo perdido."," [PET_BOUNDARY]Consumaron el matrimonio[PET_BOUNDARY] en una fastuosa alcoba del Hotel George V, con vista el Arco del Triunfo, sin salir del cuarto en dos días",Consumar el matrimonio,1,Sexual Activity,always_euph
1715,"En el primer caso se trata de genes provenientes de especies semejantes (cibles), mientras que en el segundo pueden provenir de especies diferentes, por ejemplo de peces polares de aguas saladas de temperaturas inferiores a cero. Datos provenientes de experimentos realizados en Nueva Zelanda indican que la hormona produce deformidades ya en la primera generación, por lo que estos experimentos fueron suspendidos. Los peces transgénicos no son domesticados y la mayoría sobrevive en un medio salvaje, pero tienen un mayor potencial reproductivo. Los salmones del Pacífico genéticamente modificados, al no [PET_BOUNDARY]Tener necesidad[PET_BOUNDARY] de migrar anualmente del agua salada al agua dulce para reproducirse, podrían causar algún riesgo ecológico. Al no regresar a sus arroyos nativos a desovar, viven y se reproducen en el mar."," Los salmones del Pacífico genéticamente modificados, al no [PET_BOUNDARY]Tener necesidad[PET_BOUNDARY] de migrar anualmente del agua salada al agua dulce para reproducirse, podrían causar algún riesgo ecológico",Tener necesidad,0,Bodily Functions/Parts,sometimes_euph
1716,"Chile es socio del Mercosur, integra el Foro APEC del Asia Pacífico, tiene acuerdos bilaterales con Canadá y México (socios del NAFTA con EE.UU.) y negocia con la Unión Europea (UE) y con el EFTA, zona europea extra UE. Con escasa base fabril, la dictadura pinochetista aprovechó reformas de Salvador Allende (la nacionalización del cobre) y se abrió al mundo exportando minería, agro, fruticultura, madera y pesca. Sin [PET_BOUNDARY]Tener necesidad[PET_BOUNDARY] de proteger mucha industria, bajó aranceles más que sus vecinos. Y como el techo de su mercado interno es bajo, ya en democracia salió a exportar capitales. Los gobiernos de la Concertación (Aylwin, Frei, Lagos) mantuvieron sin cambios la estrategia."," Sin [PET_BOUNDARY]Tener necesidad[PET_BOUNDARY] de proteger mucha industria, bajó aranceles más que sus vecinos",Tener necesidad,0,Employment/Finances,sometimes_euph
1717,"Por último, hay un segmento de mujeres mapuches urbanas, que tengo la impresión que es bastante amplio, que asume su identidad en el modelo cristal, es decir son mapuches y mujeres simplemente porque pertenecen a una etnia y a un género «sin [PET_BOUNDARY]Tener necesidad[PET_BOUNDARY] de afirmarlo o negarlo». Se trata muchas veces de mujeres que han migrado han trabajado –o siguen haciéndolo– como empleadas domésticas y han logrado poseer una casa propia –por toma de sitios, subsidios, compra u otros–, que no están organizadas, pero que mantienen una serie de tradiciones y no niegan su ser mapuche. Estas mujeres cumplen en la ciudad una función muy importante porque son las aglutinadoras de la parentela femenina migrante, y su cobijo en momentos difíciles.","Por último, hay un segmento de mujeres mapuches urbanas, que tengo la impresión que es bastante amplio, que asume su identidad en el modelo cristal, es decir son mapuches y mujeres simplemente porque pertenecen a una etnia y a un género «sin [PET_BOUNDARY]Tener necesidad[PET_BOUNDARY] de afirmarlo o negarlo»",Tener necesidad,0,Physical/Mental Attributes,sometimes_euph
1718,"La voz no se daba a conocer, seguramente porque no era necesario. ¿Qué otra persona podía [PET_BOUNDARY]Tener necesidad[PET_BOUNDARY] urgente de mí si no era el comisario Coronas? Deploré su habitual estilo descuidado, la reiteración inconveniente del verbo «hacer». Aunque, reconocí, la gente suele ponerse nerviosa al dejar un recado, tanto como si estuvieran grabando ópera para la BBC. Al menos alguien había estado deseando mi vuelta, aunque no precisamente para darme un abrazo. Surgió en mí la duda: ¿le llamaba o no? Al fin y al cabo, aún me encontraba disfrutando de mi período vacacional, que no acababa hasta el día siguiente. No tenía, pues, por qué haber oído aquel grito de urgencia. Sin duda debía de tratarse de alguna cuestión irrelevante que podía solucionarse sin mi concurso; conocía bien las angustias gratuitas del comisario.",¿Qué otra persona podía [PET_BOUNDARY]Tener necesidad[PET_BOUNDARY] urgente de mí si no era el comisario Coronas,Tener necesidad,0,Politics,sometimes_euph
1719,"Son muy curiosos los estudios de Salvat sobre los tests de inteligencia, porque descubrió que durante la última guerra mundial los negros estadounidenses daban un cociente intelectual menor que los blancos; pero al [PET_BOUNDARY]tenernecesidad[PET_BOUNDARY] de ellos, sospecharon que influían factores culturales en la confección de aquellos; y se produjo una reacción interesada con el fin de reclutarlos para el ejército. Y por esa razón se cambiaron los tests para que no estuvieran influidos por la cultura de los blancos, adaptándolos ahora a su cultura negra. Y resultó que, al purificar las pruebas de la cultura propia de los blancos, los resultados de los negros eran mejores incluso que los de los del otro color.","Son muy curiosos los estudios de Salvat sobre los tests de inteligencia, porque descubrió que durante la última guerra mundial los negros estadounidenses daban un cociente intelectual menor que los blancos; pero al [PET_BOUNDARY]tenernecesidad[PET_BOUNDARY] de ellos, sospecharon que influían factores culturales en la confección de aquellos; y se produjo una reacción interesada con el fin de reclutarlos para el ejército",Tener necesidad,0,Politics,sometimes_euph
1720,"A partir de aquí, más que una lectura se convierte en un estudio minucioso hasta conseguir memorizar cada una de las situaciones, lo que me permitirá el poder cambiar impresiones con el director de cada una de las secuencias sin [PET_BOUNDARY]Tener necesidad[PET_BOUNDARY] de efectuar lectura alguna. En la película «Diario de invierno» y en una de mis reuniones previas al rodaje le comuniqué a Paco Regueiro mi sospecha de que la duración del guión era excesiva, y que sería conveniente que se realizara otro cronometraje para confrontar con el mío.","A partir de aquí, más que una lectura se convierte en un estudio minucioso hasta conseguir memorizar cada una de las situaciones, lo que me permitirá el poder cambiar impresiones con el director de cada una de las secuencias sin [PET_BOUNDARY]Tener necesidad[PET_BOUNDARY] de efectuar lectura alguna",Tener necesidad,0,Employment/Finances,sometimes_euph
1721,"Cuando esto ocurre procedemos a la sincronización, para lo que habremos de detener la imagen, desembragando la moviola para así poder desplazar cómodamente el sonido sin [PET_BOUNDARY]Tener necesidad[PET_BOUNDARY] de descargarlo y llevarlo al punto o fotograma deseado. A continuación volveremos a acoplar imagen y sonido para comprobar si la operación realizada es la correcta, y si, en efecto, la palabra corresponde exactamente al movimiento de los labios, marcaremos en el magnético una señal en forma de cruz con un número de orden e igual procederemos con la imagen.","Cuando esto ocurre procedemos a la sincronización, para lo que habremos de detener la imagen, desembragando la moviola para así poder desplazar cómodamente el sonido sin [PET_BOUNDARY]Tener necesidad[PET_BOUNDARY] de descargarlo y llevarlo al punto o fotograma deseado",Tener necesidad,0,Employment/Finances,sometimes_euph
1722,"El instinto de conservación de la gente hace que, de repente, pasen cosas milagrosas. Pero esas cosas milagrosas no tienen que embellecer románticamente el panorama y hacer que uno diga: ""Bueno, está bien lo que pasa..."". No, está mal [PET_BOUNDARY]Tener necesidad[PET_BOUNDARY] de hacer esas cosas. Yo preferiría no hacer aflorar la heroicidad de la gente, sino que todo se solucionara normalmente. Después, con todo funcionando normal, mejor o casi normal, empezar a educar a la gente, para que no se olviden nunca de esto, para que no lo vuelvan a repetir."," No, está mal [PET_BOUNDARY]Tener necesidad[PET_BOUNDARY] de hacer esas cosas",Tener necesidad,0,Politics,sometimes_euph
1723,"Fue para la delegación cubana y, sobre todo para mí, una agradable sorpresa constatar que el libro era conocido por todas las personas allí presentes. La señora Clare MarMolinera, directora del referido centro, al introducirme en la sesión en que me tocó exponer, alegó no [PET_BOUNDARY]tenernecesidad[PET_BOUNDARY] de presentarme, porque todos los participantes habían leído el libro. Para graficar esas palabras, refirió que su hija, que está preparando su tesis doctoral en México, al saber de mi presencia en ese evento, la llamó expresamente para pedirle me diera su ejemplar para que se lo autografiara. Ciertamente, mi libro ocupó un lugar cimero en la exposición y se reconoció como una obra imprescindible de los estudios de memorias."," La señora Clare MarMolinera, directora del referido centro, al introducirme en la sesión en que me tocó exponer, alegó no [PET_BOUNDARY]tenernecesidad[PET_BOUNDARY] de presentarme, porque todos los participantes habían leído el libro",Tener necesidad,0,Employment/Finances,sometimes_euph
1724,"El Hijo Blanco de Changó se quedó mirando a Flora y, de golpe, se sintió iluminado por una idea que no dudó en vaticinar como toda una revolución en el terrorismo internacional. Si todo salía bien, a partir de poco, los secuestradores podrían ir por la calle con sus rehenes sin [PET_BOUNDARY]Tener necesidad[PET_BOUNDARY] de llevar armas. Un llavero, un bolígrafo o cualquier inofensivo objeto donde se pudiera camuflar un mando a distancia serviría para que la persona más peligrosa del mundo te siguiera como un perro faldero si no quería explotar por los aires. Todo sería cuestión de poder introducir unas bolitas y que éstas llevaran dentro lo que debían llevar."," Si todo salía bien, a partir de poco, los secuestradores podrían ir por la calle con sus rehenes sin [PET_BOUNDARY]Tener necesidad[PET_BOUNDARY] de llevar armas",Tener necesidad,0,Politics,sometimes_euph
1725,"Esa misma tarde, al llegar a casa, se encerró de nuevo en la biblioteca, sin comer, y le escribió a Lucy una carta en la que le exponía sus sentimientos y le describía con floridos ejemplos las cosas que podrían hacer juntos. La redactó desde el encabezamiento a la firma más de diez veces, según asegura, pero a pesar de ello no se quedó satisfecho con el resultado y la tiró. Aquella carta quizá le habría bastado a Lucy Velasco para facilitarle a Manuela las pruebas que deseaba, sin [PET_BOUNDARY]Tener necesidad[PET_BOUNDARY] ya de entrar con Balbino en otras intimidades. En ella, al parecer, él explicaba sus planes de una forma pueril, enardecida, y dedicaba algunos fragmentos, de tono casi pornográfico, a suspirar por la belleza de Lucy."," Aquella carta quizá le habría bastado a Lucy Velasco para facilitarle a Manuela las pruebas que deseaba, sin [PET_BOUNDARY]Tener necesidad[PET_BOUNDARY] ya de entrar con Balbino en otras intimidades",Tener necesidad,0,Politics,sometimes_euph
1726,"Antes de la Segunda Guerra Mundial sólo unos pocos iniciados tenían posibilidad de hablar de ordenadores. El mundo vivía feliz sin ellos y nadie parecía [PET_BOUNDARY]tenernecesidad[PET_BOUNDARY] de utilizarlos. Durante la guerra, la computación fue utilizada por ambos bandos para tratar de descifrar los códigos militares del enemigo y se obtuvieron notables éxitos al respecto. Fruto de estas experiencias fue la acuñación de nuevos conceptos y el asentamiento definitivo de una tecnología que estaba destinada a cambiar el mundo.",El mundo vivía feliz sin ellos y nadie parecía [PET_BOUNDARY]tenernecesidad[PET_BOUNDARY] de utilizarlos,Tener necesidad,0,Politics,sometimes_euph
1727,"Este método tiene la ventaja de poder determinar la eficiencia y la distribución de pérdidas del motor con bastante exactitud y sin [PET_BOUNDARY]Tener necesidad[PET_BOUNDARY] de acoplarle una carga o electrodinamómetro. Es muy apropiado, por tanto, para motores grandes. Ahora bien, es necesario sacar el motor de servicio, conectarlo a un inversor y necesita, evidentemente, de recursos no disponibles con facilidad y de alta inversión inicial. Por ello, no es adecuado para el análisis que se pretende hacer.",Este método tiene la ventaja de poder determinar la eficiencia y la distribución de pérdidas del motor con bastante exactitud y sin [PET_BOUNDARY]Tener necesidad[PET_BOUNDARY] de acoplarle una carga o electrodinamómetro,Tener necesidad,0,Bodily Functions/Parts,sometimes_euph
1728,"El hecho de que los Estados hayan impuesto unilateralmente la separación con las iglesias, con diferentes suertes y matices, implicó la voluntad de constituir ""un verdadero Estado laico, es decir, aquél que subsiste de una manera enteramente autónoma por sus propios medios, sin [PET_BOUNDARY]Tener necesidad[PET_BOUNDARY] del socorro de la religión"". Que en un primer momento esta voluntad de separación haya tenido un signo anticlerical parece inevitable, por lo que ahí se jugaba. En un segundo momento, cuando menos en Francia y en buena medida en México, el proceso de laicización adquiere una connotación de neutralidad que ya no la convierte en un fin de sí misma, ya que ""no tiene más por objetivo el asegurar [su] independencia frente a la religión, sino la libertad de la religión gracias a la neutralidad del Estado"". Medio, pues, al servicio de la libertad religiosa y de la no creencia.) Sin embargo, un tercer elemento también definía a ésta, aquél de la ""afirmación del individuo""; es ahí en donde comienza una parte de las dificultades (la otra parte de éstas, como veremos más adelante, se da en la racionalidad).","El hecho de que los Estados hayan impuesto unilateralmente la separación con las iglesias, con diferentes suertes y matices, implicó la voluntad de constituir ""un verdadero Estado laico, es decir, aquél que subsiste de una manera enteramente autónoma por sus propios medios, sin [PET_BOUNDARY]Tener necesidad[PET_BOUNDARY] del socorro de la religión""",Tener necesidad,0,Politics,sometimes_euph
1729,"Vicente Rangel González sacó la calibre veintidós que había comprado en diez pagos, se desabrochó el cinturón y se acomodó la funda. Prefería su veintidós a la pesada calibre cuarenta y cinco reglamentaria que le ofrecía el departamento. Por tratarse de una ciudad pequeña, no había armas para todos, y las pocas que había se guardaban en el despacho del comandante García, en una vitrina bajo doble llave, pero el comandante no estaba y la llave la tenía él. A Rangel no le gustaba usar armas, estaba seguro de que no iba a [PET_BOUNDARY]Tener necesidad[PET_BOUNDARY] de utilizarla, pero la llevó de todas maneras: No vaya a ser que me encuentre a ese tipo. Luego de cerrar la funda de manera conveniente se rascó con disimulo, y cuando consiguió que la comezón se atenuara le ordenó al Chicote"," A Rangel no le gustaba usar armas, estaba seguro de que no iba a [PET_BOUNDARY]Tener necesidad[PET_BOUNDARY] de utilizarla, pero la llevó de todas maneras: No vaya a ser que me encuentre a ese tipo",Tener necesidad,0,Politics,sometimes_euph
1730,Petra consideró la necesidad de hacer una reunión de familia especialmente para enterar a mamá de la peligrosa situación de Betina porque siete meses de embarazo dentro de un cuerpecito tan pequeño no podría solucionarse y yo sentí íntimamente el consuelo de que no estuviera tía Nené que por el honor de la familia hubiera propuesto alguna monstruosidad que nos hubiera superado a todos nosotros y llegó la hora del almuerzo y decidí quedarme porque haría falta y yo sabía que cuando algo me molestaba hablaba con mayor fluidez y llegaba a la conclusión de que pronto no necesitaría más al diccionario fuente de tanto saber y que me instruyó aumentando mi capacidad intuitiva y a veces conceptos clarísimos afloraban sin [PET_BOUNDARY]Tener necesidad[PET_BOUNDARY] de agregar ídem o sea que provenían del diccionario y significaba que al pasar algunas páginas buscando el significado de un vocablo otras palabras se aclaraban y yo tenía conciencia de que alguna vez sería como todos en el arte de hablar.,Petra consideró la necesidad de hacer una reunión de familia especialmente para enterar a mamá de la peligrosa situación de Betina porque siete meses de embarazo dentro de un cuerpecito tan pequeño no podría solucionarse y yo sentí íntimamente el consuelo de que no estuviera tía Nené que por el honor de la familia hubiera propuesto alguna monstruosidad que nos hubiera superado a todos nosotros y llegó la hora del almuerzo y decidí quedarme porque haría falta y yo sabía que cuando algo me molestaba hablaba con mayor fluidez y llegaba a la conclusión de que pronto no necesitaría más al diccionario fuente de tanto saber y que me instruyó aumentando mi capacidad intuitiva y a veces conceptos clarísimos afloraban sin [PET_BOUNDARY]Tener necesidad[PET_BOUNDARY] de agregar ídem o sea que provenían del diccionario y significaba que al pasar algunas páginas buscando el significado de un vocablo otras palabras se aclaraban y yo tenía conciencia de que alguna vez sería como todos en el arte de hablar,Tener necesidad,0,Physical/Mental Attributes,sometimes_euph
1731,"Era un salvoconducto o ""Pasaporte de Correo Diplomático"", según se leía arriba del todo, emitido por el Embajador británico en mi ciudad natal y válido sólo para un desplazamiento a Gibraltar y regreso a Madrid, con fecha del 16 de febrero de 1941, en plena Segunda Guerra Mundial, y luego renovado y válido para viajar a Londres vía Lisboa, con fecha de diez días después. Por los presentes se ruega y requiere, en el Nombre de Su Majestad, rezaba el texto caligráfico, a cuantos corresponda, que permitan al señor Ian Lancaster Fleming, con despachos a su cargo, pasar libremente sin obstáculo ni impedimento, y que le brinden toda la ayuda y la protección de que pueda [PET_BOUNDARY]Tener necesidad[PET_BOUNDARY]."," Por los presentes se ruega y requiere, en el Nombre de Su Majestad, rezaba el texto caligráfico, a cuantos corresponda, que permitan al señor Ian Lancaster Fleming, con despachos a su cargo, pasar libremente sin obstáculo ni impedimento, y que le brinden toda la ayuda y la protección de que pueda [PET_BOUNDARY]Tener necesidad[PET_BOUNDARY]",Tener necesidad,0,Politics,sometimes_euph
1732,"Esta imagen argumentada de los monstruos y de sus razones es naturalmente la que nosotros predicamos sobre ellos. Es nuestro punto de vista. Los monstruos si pudieran hablar -excepto en el caso de algunos asesinos en serie que parecen [PET_BOUNDARY]Tener necesidad[PET_BOUNDARY] de hacerlo, no suelen hablar demasiado- seguramente razonarían en sentido inverso a lo ya expuesto. Es decir: ellos vienen contra nosotros, desde fuera o desde dentro de nuestros recintos, porque necesitan hacerse con nuestro espacio. Su existencia no es en ningún caso compatible con la nuestra. Como ellos son más fuertes y más diestros, merecen vencernos, dominarnos y exterminarnos, porque somos un obstáculo que deben eliminar. Los monstruos no necesitan esclavos a su lado. Su cosmovisión no lo favorece, aun cuando coyunturalmente puedan tolerarlos o utilizarlos para ciertos fines. Pero definitivamente no es lo suyo y por tanto su deseo más auténtico, más característico, es que simplemente desaparezcamos."," Los monstruos si pudieran hablar -excepto en el caso de algunos asesinos en serie que parecen [PET_BOUNDARY]Tener necesidad[PET_BOUNDARY] de hacerlo, no suelen hablar demasiado- seguramente razonarían en sentido inverso a lo ya expuesto",Tener necesidad,0,Physical/Mental Attributes,sometimes_euph
1733,"Es decir, que en el texto general del tratado se le incluyen unos textos adicionales con los cuales se aclararían asuntos relativos a cualquiera de los capítulos, sin [PET_BOUNDARY]tenernecesidad[PET_BOUNDARY] de reabrir lo acordado y cerrado. La próxima semana el Departamento de Comercio de Estados Unidos notificará al presidente Bush lo relativo al tema laboral del TLC. La Embajada de Colombia en Washington adelantará consultas para saber de qué manera se abordará la revisión del controvertido capítulo.","Es decir, que en el texto general del tratado se le incluyen unos textos adicionales con los cuales se aclararían asuntos relativos a cualquiera de los capítulos, sin [PET_BOUNDARY]tenernecesidad[PET_BOUNDARY] de reabrir lo acordado y cerrado",Tener necesidad,0,Employment/Finances,sometimes_euph
1734,"Todo el pueblo no nace como usted parece haber nacido, con la suerte grande de no [PET_BOUNDARY]Tener necesidad[PET_BOUNDARY] de recurrir a los centros de cultura para adquirir los conocimientos de cultura general que resultan imprescindibles para intentar más adelante su profundización","Todo el pueblo no nace como usted parece haber nacido, con la suerte grande de no [PET_BOUNDARY]Tener necesidad[PET_BOUNDARY] de recurrir a los centros de cultura para adquirir los conocimientos de cultura general que resultan imprescindibles para intentar más adelante su profundización",Tener necesidad,1,Employment/Finances,sometimes_euph
1735,"Siempre había querido preguntarle eso a la Maldad, digo, no parece [PET_BOUNDARY]Tener necesidad[PET_BOUNDARY]. Y, sin embargo, aquí está, en las cajas junto a mí atendiendo clientes. Eso es bueno. Tres chavitas fresas de unos catorce años vienen en la fila hacia nosotros, de lejos se ve que bajaron del Pedregal. No puedo dejar de verlas, van a llegar y no puedo dejar de verlas. Visten muy alternativas: blusa al ombligo, jeans a la cadera y minitanga de fuera. No sé si las odio o las envidio.","Siempre había querido preguntarle eso a la Maldad, digo, no parece [PET_BOUNDARY]Tener necesidad[PET_BOUNDARY]",Tener necesidad,0,Physical/Mental Attributes,sometimes_euph
