,ID,TEXT,PET,LABEL,EUPH_STATUS
1471,1471,"[PET_BOUNDARY]onishina[PET_BOUNDARY] ni Boda Bode, o de niyawo nile o",onishina,1,always_euph
437,437,[PET_BOUNDARY]àyà[PET_BOUNDARY]  mi kọ́kọ́ máa ń já nígbà ti mo ṣẹ̀ṣẹ̀ bẹ̀rẹ̀ -Alaga iduro ọkùnrin,àyà or igbaya,0,sometimes_euph
1255,1255,Obinrin wo lonifesi oko li [PET_BOUNDARY]la[PET_BOUNDARY] to ma la dada ti ma da ni emarun larin iseju Marin ko se Hi,la,1,sometimes_euph
230,230,"Tẹ o ba gbagbe, ni bii ọṣẹ meji sẹyin ni ọwọ tẹ Serkin Fulani ipinlẹ Kwara, Usman Adamu atawọn miiran lasiko ti wọn fẹẹ gba owo itusil [PET_BOUNDARY]arákùnrin[PET_BOUNDARY] in kan, Abubakar, ti wọn jigbe. Gbogbo awọn eeeyan ilu Ilọrin, ati gbogbo agbegbe rẹ ni wọn n dunnu latigba ti ọwọ ti tẹ wọn tori pe ko si ẹsun ijinigbe mọ, wọn si n rọ gomina ko ma tu awọn afurasi naa silẹ laijẹ pe wọn foju wina ofin.",arákùnrin,0,sometimes_euph
2092,2092,"Iwadi Dokita Swan fihan gẹgẹ bi wọn ṣe fi awọn ekute ṣe ayẹwo kẹmika phthalate ọhun ti wọn si rii pe nigba ti wọn fi ṣi ara ọmọ oyun inu wọn si kẹmika naa, o da bii pe wọn yoo bi awọn ọmọ naa pẹlu [PET_BOUNDARY]Nkan omo okunrin[PET_BOUNDARY] n konkolo.",Nkan omo okunrin,1,always_euph
877,877,"Iléewòsàn UCH kò lè bá Aafin Ibadan parọ́, ẹ dẹ́kún gbígbé ìròyìn òfegè nípa Oba Adetunji [PET_BOUNDARY]wàjà[PET_BOUNDARY] àjà- Adeola Oloko",wàjà,1,always_euph
1999,1999,OLUWA JOWO MAFI IKU [PET_BOUNDARY]pa[PET_BOUNDARY] ALANU MI OO.,pa,0,sometimes_euph
1224,1224,saheed ti [PET_BOUNDARY]je[PET_BOUNDARY] ise omo yen,je,1,sometimes_euph
1205,1205,Orin-iyin Orile-ede [PET_BOUNDARY]ajosepo[PET_BOUNDARY] Rosia () ni oruko orin-iyin orile-ede ile Rosia.,ajosepo,0,sometimes_euph
1961,1961,"Àwọn Kristẹni ọkùnrin, àgàgà àwọn alàgbà, ní láti máa ṣaájò àwọ [PET_BOUNDARY]ọmọ òrukàn[PET_BOUNDARY] àn wọ̀nyẹn, kí wọ́n si máa fi ìyọ́nú hàn sí wọn.",ọmọ òrukàn,1,always_euph
1906,1906,"“Lọjọ Isinmi, ọmọ iya agba naa ati iyawo rẹ jade [PET_BOUNDARY]ayé[PET_BOUNDARY] ye nigba ti ọmọ kan ṣoṣo to ku wa ni ẹsẹ kan aye ẹsẹ kan ọrun.”",ayé,0,sometimes_euph
1565,1565,ko ni [PET_BOUNDARY]re mi[PET_BOUNDARY] loruko Jesu,Ó rẹ̀ mí,1,always_euph
1095,1095,"Kii se sepe ati opa eyin nikan ni mo maa fi ranse, sungbalaja ati sagbadiwere maa pelu komubinesan (combination) awon nkan ti mo maa fi ranse Joo mo fi Olorun be o; [PET_BOUNDARY]do[PET_BOUNDARY] a do awon omo olomo pa ti ogun yi ba bere si sise o Ti o ba si do ado fadiya, jowo mase daruko mi fun awon olopa o.",do,0,sometimes_euph
1210,1210,Bi idariji se n sise Idariji maa n wo [PET_BOUNDARY]ajosepo[PET_BOUNDARY] san.,ajosepo,0,sometimes_euph
2070,2070,"OKUNRIN TO TETE RELEASE LORI OBINRIN, ATI [PET_BOUNDARY]Nkan omo okunrin[PET_BOUNDARY] N TIKO LE DAADA, ATI GBOGBO EYIN SE ENKAN SUN.",Nkan omo okunrin,1,always_euph
1088,1088,"A [PET_BOUNDARY]do[PET_BOUNDARY] ni l’aya o f’oju re woni, ale oni k’omo ma ku, orii baba omo ni o sun",do,1,sometimes_euph
1136,1136,Mò ń ba obìnrin mẹ́fà dọ́r [PET_BOUNDARY]ìbálòpọ̀[PET_BOUNDARY] opọ̀ lẹ́ẹ̀kàn ṣoṣo pẹ̀lú aṣẹ́wó mẹ́ta láàrìn ọ̀ṣẹ̀ kan,ìbálòpọ̀,1,sometimes_euph
1252,1252,Obo wo lowa ni Ibadan fun li [PET_BOUNDARY]la[PET_BOUNDARY] ko Dm,la,1,sometimes_euph
18,18,"ti yipada sẹhìn. 5 Ẽṣe ti a o fi lù nyin si i mọ? ẹnyin o ma ṣọ̀tẹ siwaju ati siwaju: gbogbo ori li o ṣaisàn, gbogbo ọkàn li o si dakú. 6 Lati atẹlẹ̀sẹ titi fi de ori kò si ilera ninu rẹ̀; bikòṣe ọgbẹ́, ipalara, ati õju ti nrà: nwọn kò iti pajumọ, bẹ̃ni a kò iti dì wọn, bẹ̃ni a kò si ti ifi ororo kùn wọn. 7 Ilẹ nyin di ahoro, a fi i [PET_BOUNDARY]Àlejò[PET_BOUNDARY] n ilu nyin: ilẹ nyin, alejo jẹ ẹ run li oju nyin, o si di ahoro, bi eyiti awọn alejo wó palẹ. 8 Ọmọbinrin Sioni li a si fi silẹ bi agọ ninu ọgbà àjara, bi abule ninu ọgbà ẹ̀gúsí, bi ilu ti a dóti. 9 Bikòṣe bi Oluwa awọn ọmọ-ogun ti fi iyokù diẹ kiun silẹ fun wa, awa iba ti dabi Sodomu, awa iba si ti dabi Gomorra. 10 Gbọ́ ọ̀rọ Oluwa, ẹnyin olori Sodomu; fi eti si ofin Ọlọrun wa, ẹnyin enia Gomorra. 11 Oluwa ni, kini",Àlejò,0,sometimes_euph
2429,2429,"Nigba ti BBC Yoruba se abẹwo si ikọ agbabọọlu naa, a gbọ ẹkun [PET_BOUNDARY]Ere[PET_BOUNDARY] ẹ alaye nipa ere idaraya naa.",Ere,0,sometimes_euph
2408,2408,"Ninu [PET_BOUNDARY]Ere[PET_BOUNDARY] ija yi, awọn oludije a maa fi ọwọ kan ju ẹsẹ ti wọn a si maa fi ẹlẹẹkeji dawọ ẹsẹ ti alatako wọn baa n ju luwọn",Ere,0,sometimes_euph
1713,1713,AGBO AKO [PET_BOUNDARY]jedi[PET_BOUNDARY] FUN OKURIN TI KOLESE DEDE,jedi,1,always_euph
1597,1597,"Iléẹjọ́ ti sún ìdájọ́ Ọ̀gá Ọlọ́pàá Abba Kyari si iwaju. Oṣù Kẹfà ni Abba Kyari yóò gba ìdájọ́ lórí ẹ̀sun gbájuẹ̀. Ijọba Ilẹ Amerika fi ẹsun kan an pe alabaṣiṣẹ Abbas Ramon, Hushpuppi ti wọ [PET_BOUNDARY]alonilowogba[PET_BOUNDARY] ọnilọwọgba ati iwa jibiti kan ni.",alonilowogba,1,always_euph
1725,1725,Kai oponu [PET_BOUNDARY]afofun gbemu[PET_BOUNDARY] didirin ndin robo.,afofun gbe mu,1,always_euph
412,412,"Lumpectomy tun ni a mọ bi iṣẹ abẹ itọju [PET_BOUNDARY]igbaya[PET_BOUNDARY] ati pe a nṣe nigbagbogbo lori awọn alaisan ti ko ni awọn ipele ti ilọsiwaju ti akàn. Onisegun naa yoo ṣe abẹ ni [PET_BOUNDARY] igbaya [PET_BOUNDARY] nibiti o ti wa ni tumọ ki o yọ iyọ kuro lati [PET_BOUNDARY] igbaya [PET_BOUNDARY] naa, ati apakan apakan ara [PET_BOUNDARY] igbaya [PET_BOUNDARY]. Lọgan ti a yọkuro, aaye ti a fi n lu lẹhinna ti wa ni pipade pẹlu awọn ifun. Mastektomi le fa yiyọ [PET_BOUNDARY] igbaya [PET_BOUNDARY] kikun pẹlu awọ ara nipasẹ ṣiṣẹda ifọpa ni ayika [PET_BOUNDARY] igbaya [PET_BOUNDARY].",àyà or igbaya,1,sometimes_euph
361,361,"Sibẹ sibẹ lori iru ọrọ bayii, ani lati fii lẹ bẹẹ ki alejo wa sọ oju [PET_BOUNDARY]abẹ[PET_BOUNDARY] ẹ niko nipa awọn ọrọ kọọkan ti ko ṣee tẹnu bọlẹ sọ nipa ibalopọ.",abẹ,0,sometimes_euph
531,531,Ǹkan pàtàkì márùn-ún tí gbogbo obìnrin tó ní [PET_BOUNDARY]Ojù ara[PET_BOUNDARY] gbọ́dọ̀ mọ̀,Ojù ara,1,sometimes_euph
1801,1801,Háà! Ole [PET_BOUNDARY]rugi oyin[PET_BOUNDARY]! Newcastle run Manchester United mọ́lẹ̀ jégéjégé.,Ru igi oyin,1,always_euph
577,577,Ààrẹ Muhamadu Buhari ti [PET_BOUNDARY]rìnrìn àjò[PET_BOUNDARY] lọ sí Daura ní ọjọ́ kọkànla ọsu kejila ọdun 2020. Lásìkò yìí ni àwọn jànduku yabo ilé Ẹ̀kọ́ GSSS Kankara ti wọ́n sì jí akẹ́kọ̀ọ́ ọkunrin ọ̀ọ́dúnrún gbé ti wọn si túwọn sì padà lẹ́yìn ọjọ́ mẹ́fà nínú igbó kan ní ìpínlẹ̀ Zamfara,rin ìrìn àjò,0,sometimes_euph
1748,1748,"olodo rabata, tileti lo mo je, ore mi kilogba, o [PET_BOUNDARY]oloju eja[PET_BOUNDARY] eja",oloju eja,1,always_euph
1797,1797,"Gomina yii ti waa sọ pe ijọba Eko ko ni i fọwọ yẹpẹrẹ mu ẹnikẹni ti ọwọ ba tẹ lati asiko yii lọ, ati pe ki i ṣe awọn ọlọkada nikan o, gbogbo eeyan to ba ti lọwọ si biba dukia ijọba jẹ ni yoo [PET_BOUNDARY]rugi oyin[PET_BOUNDARY] tọwọ ba tẹ iru wọn.",Ru igi oyin,1,always_euph
2517,2517,"Kii ṣe iroyin tuntun mọ pe Iyalode Alaba Lawson, Iyalode Ẹgba ati ilẹ Yoruba lapapọ ti [PET_BOUNDARY]Jáde láyé[PET_BOUNDARY] e lẹni ọdun mejilelaadọrin.",Jáde láyé,1,always_euph
2562,2562,"Korona: eeyan mẹrin [PET_BOUNDARY]dagbere[PET_BOUNDARY] faye, ojilelẹẹẹdẹgbẹta tun lugbadi ẹ l’Ekoo",Da gbere fun aye,1,always_euph
1459,1459,Awon olugbe arin gbugbu ilu Abeokuta nipinle Ogun ni won ti pe fun idasile awon ile [PET_BOUNDARY]ìgbọ̀nsẹ̀[PET_BOUNDARY] igbalode ki asa a ndawotele nigbangba o le dinku lawujo awon egba.,se ìgbọ̀nsẹ̀,1,always_euph
1779,1779,"Ka si sọ tootọ, ijọba yii ti sọ Naijiria di [PET_BOUNDARY]edun arinle[PET_BOUNDARY] ẹ, wọn ti sọ wọn di onigbese loju aye gbogbo. Boya ni orilẹ-ede kan wa bayii ti Naijiria ko ti yawo, bẹẹ ni wọn o si ti i sinmi, wọn n yawo ọhun lọ ṣaa ni.",edun arinle,1,always_euph
2244,2244,Ti eniyan baje eni ti o mon se adura ni gbogbo igba ti o si ti ni iyawo ni ile ti o wa ala wipe ohun ni [PET_BOUNDARY]Ajosepo[PET_BOUNDARY] pelu obinrin ni oju ala na la release ato? Ejo kini itumore.,Ajosepo,1,sometimes_euph
1627,1627,"Bo tilẹ jẹ pe ki i ṣe Naijiria ni iṣẹlẹ yii ti waye, ṣugbọn ẹkọ nla ni yoo jẹ fun awọn firi nidii ọkẹ, [PET_BOUNDARY]alọ-kolohun-kigbe[PET_BOUNDARY], awọn oloju ko-mu-o-lọ. Awọn ọrẹ meji kan ni wọn lọọ ji maaluu obinrin kan, ni wọn ba gbe e sa lọ. Niyẹn ba bẹ awọn alagbara aye lọwẹ, o ni ki wọn ba oun wa maaluu oun ti wọn ji lawaari. Nigba ti oogun abẹnu gọngọ yoo si dahun, niṣe ni oyin bẹrẹ si i ta awọn ọrẹ meji ti wọn ji maaluu yii. Ọwọ ti wọn fi fa maaluu naa ni oyin ṣuru bo, lo ba n ta wọn kikan kikan. Nigba ti wọn ko gbadun ara wọn mọ, to jẹ bi wọn jokoo, oyin yoo ta wọn, bi wọn bẹrẹ, gigan loyin n gan wọn, ni wọn kọri sagọọ ọlọpaa, wọn lọọ da maaluu ti wọn ji pada, wọn leyii ti oyin ta awọn yii ti to gẹ.",alo kí olóhun ó kígbe.,1,always_euph
816,816,Ilu gbede naa ni a tun n pe ni agba iya ilu. Ni ile Yoruba a kii dede lu ilu Gbedu. A maa n fi ilu yi tufo pe Oba waja. A tun maa n fi tufo ijoye pataki ti o [PET_BOUNDARY]teri gbaso[PET_BOUNDARY]. Owo ilu meta ni Gbedu ni.,teri gba aso,1,always_euph
117,117,"Gẹgẹ bi Danielle ti wi, oun ati ọkọ oun jiroro pupọ lori igbesẹ gbigba [PET_BOUNDARY]Abẹ́rẹ́[PET_BOUNDARY] ẹ ajẹsara naa, ti awọn si fi ẹnu ko pe ominira awọn se iyebiye ju owo osu lọ.",Abẹ́rẹ́,0,sometimes_euph
1319,1319,"Michelangelo di Lodovico Buonarroti Simoni (6 March 1475 – 18 February 1564), mimo lasan bi Michelangelo, je omo igba Atunbi Ise-ona ti Italia [PET_BOUNDARY]ere[PET_BOUNDARY] je ayaworan, agbe- ere , arkitekti, elewi, ati onise-ero.",ere,0,sometimes_euph
2448,2448,Okunrin yen mo [PET_BOUNDARY]Ere[PET_BOUNDARY] se. Gbogbo ale ana la fi do rawa,Ere,1,sometimes_euph
807,807,oba ilu ijesha ti [PET_BOUNDARY]teri gba[PET_BOUNDARY] so,teri gba aso,1,always_euph
1481,1481,[PET_BOUNDARY]Ako[PET_BOUNDARY] ma [PET_BOUNDARY] laja [PET_BOUNDARY] mi,Akọ aja,0,sometimes_euph
1345,1345,[PET_BOUNDARY]iranu[PET_BOUNDARY] niwon se lale ana,iranu,1,sometimes_euph
222,222,"Ọgbẹni Olawale gba 250,000 lati ọdọ mi ko wa si kootu fun [PET_BOUNDARY]arákùnrin[PET_BOUNDARY] rakunrin mi. Ẹjọ yii waye lati Oṣu Kẹjọ ọdun 2019 ati Ọgbẹni Olawale gba owo mi ko ṣe nkankan.",arákùnrin,0,sometimes_euph
450,450,"Mama eku ara [PET_BOUNDARY]fẹ́ra kù[PET_BOUNDARY] , Olorun yoo ma wa pelu yin, eku iroju.",fẹ́ra kù,0,sometimes_euph
245,245,"[PET_BOUNDARY]arákùnrin[PET_BOUNDARY] in wa, Tinubu, o n ja fun ara rẹ, nigba ti awọn mọlẹbi rẹ n ṣegbe. Ina nla lo wa lori orule wa bayii gẹgẹ bii orileede. O jẹ ohun ti ko ṣee gbagbọ pe ẹni kan gẹgẹ bii ọmọ Yoruba yoo ṣe ohun ti o n ṣe yii fun iran Yoruba lapapọ. Fidio ifọrọwerọ ti mo ṣe pẹlu iweeroyin ALAROYE ninu ọgba Ọbafẹmi Awolọwọ Yunifasiti ni bii ọdun meji sẹyin lo n gbe kiri. Wọn beere lọwọ mi pe ti ko ba si ijangbara kankan lori ọrọ ominira fun ilẹ Yoruba, ta ni mo le fa kalẹ lati ṣe aarẹ ilẹNaijiria. Mo si sọ fun wọn pe ti ko ba si pe a n jijagbara, mo le fa Tinubu kalẹ lai ro o lẹẹmeji, iyẹn to ba jẹ pe ohun gbogbo ri bo ṣe yẹ ko ri nigba naa, ṣugbọn gbogbo nnkan ko ri bo ṣe yẹ ko ri lasiko yii. Mi o fọwọ si ọmọ Yoruba kankan, boya Tinubu tabi ẹnikẹni fun ipo oṣelu kankan ni asiko yii rara ni Naijiria. Mo duro digbi, lai yẹsẹ, lai boju wẹyin fun ijangbara awa ọmọ Yoruba, iyẹn lati ni orileede tiwa ti i ṣe Yoruba Nation. ‘‘Otitọ to wa ninu ọrọ yii ree o, Tinubu, mi o fẹ ki o tan ara rẹ jẹ, mi o si fẹ ki o tan awọn eeyan wa jẹ. O ro pe o le maa gbe iru fidio yii kiri ko o maa fi tan awọn eeyan wa, awọn eeyan wa ti gbọn ju bayii lọ. Gbogbo agbaye lo n wo ọ. Itan yoo si ṣe idajọ rẹ pe lasiko ti a nilo lati dide duro lati gbeja awọn eeyan wa ni o n ba ọrọ ti ara rẹ nikan kiri. Ọrọ ti ara rẹ nikan to wa fun ifẹkufẹẹ ara rẹ funra rẹ lo n gbe wa siwaju wa, o n beere pe ka dibo fun ọ. Awa ko ni i dibo fun ọ o. Boya fun ipo aarẹ ni, ileegbimọ aṣofin agba ni tabi ileegbimọ aṣoju-ṣofin, awa ko ni i dibo fun ọ, nitori awa yoo ti mu orileede wa kuro lara Naijiria lasiko yẹn. Nidii eyii, a n gba ọ niyanju pe ki o pada sọdọ awọn eeyan rẹ. Emi gẹgẹ bii ẹni kan n gba ọ niyanju pe ki o pada sọdọ awọn eeyan rẹ, ki o si fọ ọkan rẹ mọ, nitori o n ṣe awọn ohun ti yoo ṣoro lati dariji ọ. ‘‘Tinubu, o n ba ọjọ ọla ilẹ Yoruba jẹ. O n ṣe agbekalẹ ogun fun ara rẹ, eyi ti yoo jẹ itiju fun awọn ọmọọmọ rẹ lati mọ lọjọ iwaju. A n pe ọ pe ki o pada wale. Anfaani wa fun ọ nisinsinyii lati gba ara rẹ ati ọjọ iwaju rẹ kalẹ. A ti ni ipinnu lati gba orileede wa. Digbi digbi ni mo si wa lẹyin awọn ọdọ to n sare kaakiri lati gba orileede wọn. Loootọ o le sọ pe wọn n ba ara wọn ja, eyi ko jẹ tuntun, bawọn ọdọ ṣe maa n ṣe kaakiri orileede agbaye niyi. Eleyii ko si sọ pe wọn ko fẹ orileede wọn, wọn fẹ orileede wọn. Ọlọrun Oluwa to da gbogbo orileede si ti fun wọn ni orileede naa, laipẹ lai jinna, Ọlọrun yoo si fi orileede wọn le wọn lọwọ. Yoo waa jẹ ojuṣe wọn lẹyin eyi lati jokoo, ki wọn si bẹrẹ eto ijọba ti Yoruba maa n ṣe fun awọn eeyan rẹ lati ipilẹṣẹ wa, ijọba to ni erongba lati mu igbe aye rere ba awọn eeyan orileede rẹ.’’",arákùnrin,0,sometimes_euph
1061,1061,"Bí olókó nlá bá ń [PET_BOUNDARY]do[PET_BOUNDARY] ni, gbíngbin làá gbin.",do,1,sometimes_euph
387,387,[PET_BOUNDARY]kinni[PET_BOUNDARY] omokunrin yen dun gan,kinni,1,sometimes_euph
794,794,"Adugbo Ifẹsowapọ, lagbegbe Tankẹ, niluu Ilọrin, kan gogo l’Ọjọruu, Wẹsidee, ọsẹ yii, nitori bi ijamba ina ṣe [PET_BOUNDARY]gbẹmi[PET_BOUNDARY] iya atawọn ọmọ rẹ mẹrin.",gbe emi mi,1,always_euph
2541,2541,"O salaye pe ọpọlọpọ inira ni Mohbad ni, to si jẹ pe awọn kan tun dunkooko mọ titi to fi [PET_BOUNDARY]Jáde láyé[PET_BOUNDARY] e.",Jáde láyé,1,always_euph
535,535,Itura orí idọ [PET_BOUNDARY]Ojù ara[PET_BOUNDARY] (Clitoral Orgasm),Ojù ara,1,sometimes_euph
107,107,"Olootu ijọba orilẹede Canada, Justin Trudeau ti kede pe ijọba yoo gbẹsẹ le akaunti gbogbo awọn to n ṣe iwọde tako gbigba [PET_BOUNDARY]Abẹ́rẹ́[PET_BOUNDARY] ẹ ajẹsara covid-19.",Abẹ́rẹ́,0,sometimes_euph
2045,2045,"Iná sẹ́yọ ni gbàgede ìgbéyàwó, ẹni orí yọ, ó di ilé ni àw [PET_BOUNDARY]Alejo[PET_BOUNDARY] ejò fi ṣe",Alejo,0,sometimes_euph
1149,1149,Awọn orisun Iwa-ipa [PET_BOUNDARY]ìbálòpọ̀[PET_BOUNDARY] ati alaye imularada,ìbálòpọ̀,1,sometimes_euph
2224,2224,"Ejo eyin ara group yii, ta lo fe ka jo ma bara wa [PET_BOUNDARY]Ibasepo[PET_BOUNDARY] o",Ibasepo,1,sometimes_euph
2311,2311,Iwo tio like obo li [PET_BOUNDARY]La[PET_BOUNDARY] shey hello,La,1,sometimes_euph
2407,2407,Dambe jẹ [PET_BOUNDARY]Ere[PET_BOUNDARY] -idaraya ibilẹ ilẹ Hausa ti ayelujara sọ di ilumọọka.,Ere,0,sometimes_euph
646,646,Taiwo Ogunjobi di [PET_BOUNDARY]olóògbé[PET_BOUNDARY],olóògbé,1,always_euph
2323,2323,E JOWO O E [PET_BOUNDARY]La[PET_BOUNDARY] MI LOYE NJE O BURU LATI MA LA OBO TABI OKO?,La,1,sometimes_euph
2079,2079,eyi si le fun awọn obinrin ni itura ti wọn ba fi ọwọ́ tabi [PET_BOUNDARY]nkan ọkunrin[PET_BOUNDARY] rìn wọ́n níbẹ̀.,Nkan omo okunrin,1,always_euph
2057,2057,Nitori naa o ṣe pataki lati ripe [PET_BOUNDARY]Oju abe[PET_BOUNDARY] naa ni ororo lasiko ibalopọ ki ohun gbogbo le lọ deede.,Oju abe,1,sometimes_euph
1511,1511,"[PET_BOUNDARY]iyá[PET_BOUNDARY] Nla, Yewajobi mo pe e",iyá,1,sometimes_euph
1623,1623,"Alukoro ileeṣẹ ọlọpaa ipinlẹ Eko, Benjamin Hundeyin, to fiṣẹlẹ yii to Alaroye leti ninu atẹjade kan to fi sọwọ si wa lọjọ Abamẹta, Satide, ọjọ kẹrin, oṣu Kẹta yii, sọ pe mẹfa lawọn afurasi naa, ṣugbọn ikọ adigunjale meji ni wọn, mẹta mẹta ni wọn n jade lọjọ ti wọn ba fẹẹ lọọ ṣe araalu ni ṣuta. O ni awọn firi-nidii-ọkẹ, [PET_BOUNDARY]alọ-kolohun-kigbe[PET_BOUNDARY] yii ti jẹwọ fawọn agbofinro pe agbegbe Ajegunlẹ ni ikọ akọkọ ti n jale, nigba ti igun keji yan agbegbe Alaba-Rago, laayo lati maa pa araalu lẹkun ni tiwọn.",alo kí olóhun ó kígbe.,1,always_euph
335,335,Ìye ìgbà tóo ní ìbálòpọ̀ kọ́ ló ń jẹ́ [PET_BOUNDARY]abẹ[PET_BOUNDARY] abẹ́ obìnrin fẹ̀,abẹ,1,sometimes_euph
833,833,Akápò t [PET_BOUNDARY]se[PET_BOUNDARY] alaisi [PET_BOUNDARY] [PET_BOUNDARY] si,se alaisi,1,sometimes_euph
54,54,"Fun ọpọlọpọ obinrin, laarin ọdun marunlelogoji si marundinlọgọta ni [PET_BOUNDARY]n[PET_BOUNDARY] ǹkan oṣù[PET_BOUNDARY] [PET_BOUNDARY] u wọn ma n dawọ duro.",nǹkan oṣù,1,always_euph
1238,1238,"mo fe [PET_BOUNDARY]je[PET_BOUNDARY] un, ebi pa mi",je,0,sometimes_euph
1043,1043,Mo fe do obinrin kan [PET_BOUNDARY]pa[PET_BOUNDARY] lale yi,pa,1,sometimes_euph
1475,1475,[PET_BOUNDARY]Animashaun[PET_BOUNDARY] ni baba olowo yen,Animashaaun,0,sometimes_euph
2109,2109,"Ara oloogbe o ya lẹyin ibalopọ pẹlu arabinrin yii ni ile [PET_BOUNDARY]Itura[PET_BOUNDARY] , ti wọn si gbe lọ si ile iwosan",Itura,0,sometimes_euph
1160,1160,"Lọjọ kan, ọkan lara awọn obinrin to n tọju rẹ ka a mọ ibi to ti n fun ara rẹ ni adun [PET_BOUNDARY]ìbálòpọ̀[PET_BOUNDARY] ọ, eyi ti wọn n pe ni 'masturbation', ni ede Gẹẹsi.",ìbálòpọ̀,1,sometimes_euph
1482,1482,[PET_BOUNDARY]Akọ aja[PET_BOUNDARY] pit bull fa ọmọ ọdún mẹ́jọ ya pẹ́rẹpẹ̀rẹ ní South Africa,Akọ aja,0,sometimes_euph
597,597,Ileeṣẹ aarẹ sọ pe itọju ara rẹ lo mu ki aarẹ Buhari gunle [PET_BOUNDARY]irinajo[PET_BOUNDARY] ọhun si ilu Oba.,rin ìrìn àjò,0,sometimes_euph
1712,1712,Oko ti ko kii le daada Oko ti o ma n tete da towo e sile Oko ti kii le pada lehin 1st round Ato to san Eyin didun Agbara omokinrin Alagan fun okunrin Ako [PET_BOUNDARY]jedi[PET_BOUNDARY] ijedi.....,jedi,1,always_euph
1251,1251,"Eyin obinrin, se dandan ni l [PET_BOUNDARY]la[PET_BOUNDARY] a ni? 😃😃",la,1,sometimes_euph
908,908,Omo ti won gbe wa si ile iwosan ti [PET_BOUNDARY]dakẹ́[PET_BOUNDARY] igbe to n sun,dakẹ́,0,sometimes_euph
2542,2542,Omowummi ni ọjọ ti ọmọ Mohbad pe ọmọ oṣu marun un ni Mohbad [PET_BOUNDARY]Jáde láyé[PET_BOUNDARY] .,Jáde láyé,1,always_euph
2253,2253,Wọn ti kọkọ l [PET_BOUNDARY]Ajosepo[PET_BOUNDARY] ni gbara to de ọdọ rẹ,Ajosepo,1,sometimes_euph
1247,1247,"Ilẹ Gẹẹsi:Oun [PET_BOUNDARY]je[PET_BOUNDARY] aarọ to peleke ni ki eniyan o fi ẹjẹ ẹlẹdẹ ti wọn ti sè, kun ounjẹ to fẹ jẹ lojumọ.",je,0,sometimes_euph
343,343,"Ti o ba ti bajẹ nigba ise [PET_BOUNDARY]abẹ[PET_BOUNDARY] , nibẹ ni opolopo ti wá - «irungbọn».",abẹ,0,sometimes_euph
2531,2531,"Iya to bi olorin takasufe to di oloogbe, Ilerioluwa Aloba ti ọpọ mọ si Mohbad ti sọrọ fun igba akọkọ ti ọmọ [PET_BOUNDARY]Jáde láyé[PET_BOUNDARY] e.",Jáde láyé,1,always_euph
642,642,Arabinrin Temiloluwa to jẹ aya [PET_BOUNDARY]olóògbé[PET_BOUNDARY] Dare Adeboye ni ọkọ oun ko bẹru iku rara.,olóògbé,1,always_euph
1976,1976,Runmi [PET_BOUNDARY]pa[PET_BOUNDARY] ki obo mi wu tente,pa,1,sometimes_euph
2330,2330,Dahun ibere yi ki o [PET_BOUNDARY]Je[PET_BOUNDARY] ebun OBO ofe,Je,1,sometimes_euph
370,370,"Gbenga, agunbaniro to fo loju n pariwo fun iranlowo, milionu mewaa naira lo nilo fun is [PET_BOUNDARY]abẹ[PET_BOUNDARY] abe",abẹ,0,sometimes_euph
2510,2510,"Iya Ọṣun Oṣogbo, Ọṣunwẹde Ọmọdara ti [PET_BOUNDARY]Jáde láyé[PET_BOUNDARY] e.",Jáde láyé,1,always_euph
1139,1139,"Labẹ ofin Iran, iwa [PET_BOUNDARY]ìbálòpọ̀[PET_BOUNDARY] ọ laarin akọ si akọ ati abo si abo jẹ ẹṣẹ ọdaran, ti ijiya ti o tẹle si jẹ ijiya iku.",ìbálòpọ̀,1,sometimes_euph
1554,1554,"Ṣe ọjọ gbogbo ni tole, ọjọ kan ni to toloun, aṣir [PET_BOUNDARY]Bàbá[PET_BOUNDARY] ba ọkọ kan, Ọgbẹni Rahmọni Abubakar, to n fọbẹ ẹyin jẹ ọmọ bibi inu rẹ niṣu ti pada tu sita, wọn ka baba agbalagba naa mọ ibi to ti n ṣe kinni fun iyawo ọmọ rẹ, Rofiat Ayinkẹ, ni otẹẹli ni Ṣaki.",Bàbá,0,sometimes_euph
637,637,Adesola Omidina ni awọn mọlẹbi [PET_BOUNDARY]olóògbé[PET_BOUNDARY] yoo kede ayẹyẹ isinku nigba to ba ya.,olóògbé,1,always_euph
2125,2125,"Ẹwẹ, kọmisọna fun eto igbafẹ ni ipinlẹ Anambra, Don Onyenji to paṣẹ pe ki wọn ti il [PET_BOUNDARY]Itura[PET_BOUNDARY] ra naa pa sọ pe iṣẹlẹ yii ba oun ninu jẹ gidi gan.",Itura,0,sometimes_euph
1191,1191,Isele biba ara wa ni [PET_BOUNDARY]ajosepo[PET_BOUNDARY] yii bere logan ti oko mi lo irin ajo kan lati ibi ise re.,ajosepo,1,sometimes_euph
280,280,"Lara nkan to tun ma n mu ki ile [PET_BOUNDARY]nkan oṣu[PET_BOUNDARY] dawọ duro lai pe ọjọ ni ti [PET_BOUNDARY]obinrin[PET_BOUNDARY] ba ṣe iṣẹ abẹ lati gbe [PET_BOUNDARY] ile ọmọ [PET_BOUNDARY] rẹ jade, fun idi kan tabi omiran.",ilé ọmọ obìnrin,1,always_euph
